dataset,method,mask_frac,mae_mean_panel1,mae_mean_panel2,mae_median_panel1,mae_median_panel2,r2_mean_panel1,r2_mean_panel2,r2_median_panel1,r2_median_panel2,rmse_mean_panel1,rmse_mean_panel2,rmse_median_panel1,rmse_median_panel2,r2_mean_panel2_minus_panel1,r2_median_panel2_minus_panel1,rmse_mean_panel2_minus_panel1,rmse_median_panel2_minus_panel1,mae_mean_panel2_minus_panel1,mae_median_panel2_minus_panel1
logp,knn,0.5,45.52924621028696,3494.6048638786583,0.5323656848445648,0.4320894483380116,0.9282153260589897,0.9424688082157898,0.9394219839144012,0.968091986351166,90.84433600216933,39017.85318539719,1.0059638221553842,0.7976402069137463,0.014253482156800112,0.028670002436764763,38927.00884939502,-0.2083236152416379,3449.0756176683713,-0.1002762365065532
logp,mean,0.5,427.34217732762596,20682.72538160643,4.3227657688322,2.010573455870345,-0.0009116951285615012,-0.0008231352417482167,-0.000408778868095,-0.0004227451181795,569.6382647902832,67264.35873493852,5.63985938165858,3.0429768911216653,8.855988681328447e-05,-1.3966250084500005e-05,66694.72047014824,-2.5968824905369146,20255.3832042788,-2.312192312961855
logp,median,0.5,408.46308235434793,11402.098667959925,4.194231455686031,1.9321528303787687,-0.05937410512712873,-0.04692330588181453,-0.0272476335572298,-0.0318925538772494,579.3492158269104,68211.10073039327,5.709015460787156,3.079638303100233,0.012450799245314198,-0.004644920320019601,67631.75151456636,-2.629377157686923,10993.635585605576,-2.2620786253072627
logp,mice,0.5,20.318705733967974,3346.616905820044,0.0384251946105633,0.0282515470920322,0.9793399168727959,0.979264223811311,0.987639960322326,0.9996359774013704,34.54823989590925,31563.988831173396,0.0601312905514233,0.0536020319403488,-7.569306148491606e-05,0.011996017079044408,31529.440591277486,-0.0065292586110745,3326.298200086076,-0.010173647518531097
logp,miss_transformer,0.5,42.848250705334685,5149.700559927047,0.4898198062316635,0.3619161477832535,0.9527929294083254,0.9593855607722058,0.975370183743279,0.9843356922961272,67.96794018086752,36205.84345403537,0.8003712096283553,0.5735420387438563,0.006592631363880441,0.008965508552848167,36137.8755138545,-0.22682917088449894,5106.852309221712,-0.12790365844841
logp,missforest,0.5,22.714663981394686,1884.963622247389,0.2066964917368703,0.167035765697872,0.9743365601305062,0.978713551923726,0.9860682067096708,0.9935768547000928,58.791746306432216,31671.850658319807,0.6837740330724692,0.565204755582487,0.00437699179321982,0.007508647990422057,31613.058912013374,-0.11856927748998225,1862.2489582659941,-0.039660726038998284
